Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
5523086876,"Jun 24, 2021, 5:21:16 PM",Walk 06,Walk,"",2876,5.00,,,false,,Nike Air Zoom Vomero 15,activities/5523086876.gpx,,,2876.0,2876.0,5005.10009765625,2.700000047683716,1.7402989864349365,0.0,0.0,226.3000030517578,228.89999389648438,17.600000381469727,0.0,,,69.0,58.366859436035156,,,,,528.8712768554688,,,,,,,,,5.0,,,,,0.0,51.0,0.0,,1.0,,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5529436079,"Jun 26, 2021, 12:46:10 AM",Run 17,Run,"",4459,10.03,,,false,,Nike Air Zoom Vomero 15,activities/5529436079.gpx,,,4459.0,4455.0,10032.099609375,3.799999952316284,2.2518742084503174,0.0,0.10000000149011612,226.3000030517578,228.89999389648438,24.299999237060547,-0.0009968002559617162,,,86.0,70.24366760253906,,,,,1036.202880859375,,,,,,,,,9.0,,,,,0.0,222.0,0.0,,1.0,10160.7998046875,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5533849497,"Jun 26, 2021, 6:16:06 PM",Walk 07,Walk,"",2846,5.14,,,false,,Nike Air Zoom Vomero 15,activities/5533849497.gpx,,,2846.0,2846.0,5144.10009765625,2.799999952316284,1.8074841499328613,0.0,0.0,226.3000030517578,228.89999389648438,14.800000190734863,0.0,,,76.0,55.3133544921875,,,,,524.5975952148438,,,,,,,,,6.0,,,,,0.0,75.0,0.0,,1.0,,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5537698459,"Jun 27, 2021, 12:58:13 PM",Evening Ride,Ride,,477,1.85,117.0,1,false,,,activities/5893732451.gpx.gz,,,477.0,477.0,1849.4000244140625,8.0,3.8771488666534424,16.600000381469727,10.199999809265137,180.39999389648438,189.60000610351562,43.70000076293945,0.346058189868927,,,21.0,8.55280876159668,,102.71235656738281,,67.42921447753906,35.86256408691406,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5538113164,"Jun 27, 2021, 1:13:18 PM",Ride 07,Ride,"",3606,24.01,,,false,,,activities/5538113164.gpx,,,3606.0,3603.0,24017.69921875,9.199999809265137,6.6660284996032715,62.28218078613281,70.08219909667969,223.6999969482422,237.8000030517578,9.899999618530273,-0.03247604891657829,,,,,,,,87.0681381225586,349.7825927734375,,,,,,,,,7.0,,,,,0.0,115.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5539361207,"Jun 27, 2021, 4:49:45 PM",Walk 08,Walk,"",2667,5.00,,,false,,Nike Air Zoom Vomero 15,activities/5539361207.gpx,,,2667.0,2667.0,5004.60009765625,2.799999952316284,1.8764904737472534,0.0,0.0,226.3000030517578,228.89999389648438,16.799999237060547,0.0,,,70.0,63.211910247802734,,,,,510.3713073730469,,,,,,,,,4.0,,,,,0.0,29.0,0.0,,1.0,,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5548107094,"Jun 29, 2021, 1:56:41 PM",Run 18,Run,"",2138,5.07,,,false,,Nike Air Zoom Vomero 15,activities/5548107094.gpx,,,2138.0,2129.0,5070.89990234375,4.800000190734863,2.381822347640991,0.0,0.0,226.3000030517578,228.89999389648438,22.100000381469727,0.0,,,87.0,72.32288360595703,,,,,524.2814331054688,,,,,,,,,8.0,,,,,0.0,91.0,0.0,,1.0,5141.0,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5548352336,"Jun 29, 2021, 2:53:58 PM",Home workout,Workout,"",1588,0,162.0,9,false,,,activities/5904841656.gpx.gz,,,1588.0,1588.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,126.08060455322266,,,,,,9.0,,,,,,5.0,,,,,0.0,28.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5553048087,"Jun 30, 2021, 1:17:26 PM",Run 19,Run,"",2242,5.00,,,false,,Nike Air Zoom Vomero 15,activities/5553048087.gpx,,,2242.0,2235.0,5000.39990234375,6.099999904632568,2.2373154163360596,8.03792667388916,5.037930011749268,226.0,231.6999969482422,14.300000190734863,0.059995200484991074,,,80.0,71.07142639160156,,,,,519.5699462890625,,,,,,,,,6.0,,,,,0.0,58.0,0.0,,1.0,5094.7998046875,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,,,,,,,,,,,,,,""
5563572955,"Jul 2, 2021, 2:10:00 PM",Run 20,Run,"Run-Plan 
W1|D1",2235,5.00,,,false,,Nike Air Zoom Vomero 15,,,,2235.0,2235.0,5000.0,,2.2371363639831543,,,,,,0.0,,,,,,,,,509.9021911621094,,,,,,,,,7.0,,,,,0.0,71.0,0.0,,0.0,,,,,,,,,,,,,,,,,8476308.0,,,,,,,,,,,2.2371363639831543,,,,,,,,,,,,,media/24cdd7a8-efe2-4c28-b316-c6326a57c87b.jpg|media/02dd4c8d-73b4-48d1-927f-59f7f56f69e1.jpg
